data_type,topology,model,tree,ll_VANILA,time_VANILA,uf_VANILA,rates_VANILA,ll_OPENACC,time_OPENACC,uf_OPENACC,rates_OPENACC,ll_diff
DNA,unrooted,GTR+R4,tree_1,-27.5626,0.0272543,0,"(0.2626,0.9997) (0.2923,0.9998) (0.1809,1) (0.2641,1)",-27.5626,0.090126,0,"(0.2626,0.9996) (0.2923,1) (0.1809,1) (0.2641,1)",0.0
DNA,unrooted,GTR+R4,tree_10,-19.7978,0.0293934,0,"(0.2711,0.9995) (0.2157,1) (0.2561,1) (0.2572,1)",-19.7947,0.338569,0,"(0.2572,0.9997) (0.2711,0.9999) (0.2561,1) (0.2157,1)",0.0030999999999998806
DNA,unrooted,GTR+R4,tree_2,-26.4594,0.10218,0,"(0.6176,0.0009079) (0.002393,0.0009857) (0.2211,2.629) (0.1589,2.631)",-26.4607,0.519871,0,"(0.618,0.0009473) (0.001866,0.003174) (0.2205,2.626) (0.1595,2.634)",0.001300000000000523
DNA,unrooted,GTR+R4,tree_3,-28.9404,0.0229175,0,"(0.216,0.1568) (0.2492,1.137) (0.2774,1.263) (0.2574,1.291)",-28.9407,0.171119,0,"(0.2166,0.1567) (0.249,1.138) (0.2772,1.263) (0.2572,1.293)",0.0002999999999993008
DNA,unrooted,GTR+R4,tree_4,-24.2497,0.0170388,0,"(0.1831,0.4965) (0.2533,1.099) (0.2835,1.118) (0.28,1.12)",-24.2498,0.204961,0,"(0.1831,0.4966) (0.2533,1.099) (0.2835,1.118) (0.28,1.12)",9.999999999976694e-05
DNA,unrooted,GTR+R4,tree_5,-20.6613,0.121906,0,"(0.22,0.9903) (0.2614,1.002) (0.2706,1.003) (0.2479,1.003)",-20.6631,0.188577,0,"(0.22,0.9984) (0.2614,1) (0.2706,1) (0.2479,1.001)",0.0017999999999993577
DNA,unrooted,GTR+R4,tree_6,-18.461,0.0255392,0,"(0.2294,0.4909) (0.2513,0.9601) (0.2606,1.178) (0.2588,1.31)",-18.4609,0.113731,0,"(0.2293,0.4916) (0.2513,0.9604) (0.2606,1.178) (0.2588,1.31)",9.999999999976694e-05
DNA,unrooted,GTR+R4,tree_7,-38.0644,0.0450473,0,"(0.2374,0.1496) (0.2638,0.1496) (0.2193,0.1496) (0.2794,3.193)",-38.0645,0.326802,0,"(0.2373,0.1496) (0.2638,0.1496) (0.2193,0.1496) (0.2796,3.192)",0.00010000000000331966
DNA,unrooted,GTR+R4,tree_8,-13.4918,0.0260278,0,"(0.2479,0.1352) (0.2489,0.4709) (0.2502,0.9897) (0.253,2.378)",-13.4918,0.055372,0,"(0.2479,0.1352) (0.2489,0.4709) (0.2502,0.9897) (0.253,2.378)",0.0
DNA,unrooted,GTR+R4,tree_9,-26.2491,0.0793988,0,"(0.2165,0.9965) (0.2671,0.9987) (0.2781,0.9992) (0.2383,1.006)",-26.2491,0.118821,0,"(0.2165,0.9966) (0.2671,0.9987) (0.2781,0.9992) (0.2383,1.005)",0.0
